id,phone,company_name,industry,annual_revenue,account_number_external_id,number_of_locations,number_of_employees,sla,sla_serial_number
916,179-178-4864,Acuity Brands Inc,Building Products,39506625,666a01e5-bcd6-4baa-be50-dc997028b832,10,529,Bronze,121000374
917,971-216-6668,FutureFuel Corp.,Major Chemicals,36700199,5a2e6bf0-def9-4ed6-adbc-5778d341c536,4,413,Platinum,101105600
918,125-849-2993,"Black Knight Financial Services, Inc.",Computer Software: Prepackaged Software,33126366,b0d6c68e-5db8-48b2-9456-e5e601f7cf05,8,960,Bronze,061192630
919,546-380-2503,"Adverum Biotechnologies, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),32920881,c586bc99-792f-422e-91d2-06025b83b034,10,869,Gold,054000807
920,949-102-0395,"Blackrock Debt Strategies Fund, Inc.",n/a,51673020,b353671a-4258-4fe8-95c3-d4652c0bf8b8,13,543,Gold,114924182
921,838-115-1428,Arbor Realty Trust,n/a,75885949,70ba7b92-f399-405e-bfee-f88ac8520afc,15,661,Gold,102101823
922,250-129-3147,58.com Inc.,"Computer Software: Programming, Data Processing",69949578,2515ae1e-dd9d-4664-8e14-1ecde32ec2da,18,364,Platinum,121141534
923,963-171-1159,"CRA International,Inc.",Other Consumer Services,7967363,45113cf3-150d-4d10-996c-c69e2f032436,4,778,Platinum,061204654
924,740-547-5358,Enel Americas S.A.,Electric Utilities: Central,15006445,9f0f854c-7c6a-4e60-9157-be584a41c7dd,13,127,Gold,262287386
925,393-420-1032,NMI Holdings Inc,Property-Casualty Insurers,34134419,67480ae6-a239-4be4-b77d-786ce872c586,16,790,Platinum,011002550
926,148-467-7841,OM Asset Management plc,Investment Managers,28655058,d9db018b-fe10-408d-bd9f-bf8ca8e65a9f,8,758,Bronze,323270300
927,119-845-9880,"Boston Properties, Inc.",Real Estate Investment Trusts,97823526,4ab74945-9e2d-4315-ba51-50b3a78adca5,17,535,Bronze,074908303
928,973-662-2882,"Summit Materials, Inc.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),82863674,34f8ead0-3a76-4e6e-97a1-00ef66ccb7d6,5,724,Gold,113109377
929,847-122-4146,"Rockwell Automation, Inc.",Industrial Machinery/Components,94875195,582a608e-effc-4d7e-932b-935655601a8e,18,279,Gold,044106397
930,297-288-0569,"U.S. Silica Holdings, Inc.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),50105665,bda06abd-0e72-4f15-ab4a-9cab8a1f9e2c,2,589,Silver,111907445
931,961-495-7788,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",n/a,17620102,7c24c85f-4608-42d7-8cc1-235eb94cb8fd,4,787,Bronze,084304243
932,237-206-1370,Eaton Vance Municipal Income Trust,n/a,41164146,a03fcd79-edb2-488f-a48a-b24eada03a60,6,186,Gold,063114661
933,709-940-6031,The Kraft Heinz Company,Packaged Foods,90960907,e6f1f449-380a-4b91-945c-3d04beef49d4,2,524,Bronze,063000047
934,550-860-0465,SuperValu Inc.,Food Distributors,49677961,132d2588-2862-45da-9e89-ba9a00762d4f,13,453,Bronze,084201139
935,724-418-2331,Atento S.A.,Telecommunications Equipment,57621961,06c6b845-b42a-442c-82ff-b33fb5bc1c67,5,710,Gold,104105733
936,917-972-0961,"SG Blocks, Inc.",n/a,69994635,6febecb6-1510-4e72-8b2b-b279064341fa,13,933,Gold,071115801
937,818-275-3038,"Hologic, Inc.",Medical Electronics,97361416,7388ad71-82ea-42d1-943c-e50c39fe038c,1,93,Platinum,084303082
938,264-594-8154,Teva Pharmaceutical Industries Limited,Major Pharmaceuticals,97450456,3180b5ef-b97b-46c4-9467-0089350131f3,16,7,Silver,061120291
939,970-449-6561,"USA Technologies, Inc.",Office Equipment/Supplies/Services,55630064,54f7c069-bbcd-4544-a514-fb103b2a3969,9,67,Platinum,064204703
940,659-930-1121,"Commerce Bancshares, Inc.",Major Banks,34651947,61a687f8-2867-481a-9fdc-74932d7599bf,5,940,Platinum,061102138
941,270-596-8841,"Green Plains, Inc.",Major Chemicals,16749832,3b240e2f-9486-4f26-8c97-3cdbe50df78e,15,27,Silver,112322634
942,110-193-1054,Braskem S.A.,Major Chemicals,38771874,a44caff8-fc76-45bc-8028-a5a5d804646d,12,633,Platinum,125200963
943,350-481-5964,"Hasbro, Inc.",Recreational Products/Toys,3459313,173efa28-6921-43db-9a51-fa6e288d85c0,1,869,Silver,056005363
944,318-639-7502,Vedanta  Limited,Metal Fabrications,23378480,4954fa1f-377e-497c-96af-f67b3287f366,4,928,Silver,021202609
945,810-402-6665,Morgan Stanley,n/a,89318025,43ad4cfc-3864-45fe-a2a4-e2a4080db7e0,9,767,Bronze,072406771
946,613-627-9524,"EOG Resources, Inc.",Oil & Gas Production,8179114,1057d586-e038-499b-a93b-72406a80de11,1,663,Gold,062101882
947,588-641-6715,"ABAXIS, Inc.",Industrial Machinery/Components,91911831,5e5b2283-efef-43fd-a495-fb3776f3a9b5,18,27,Gold,043300738
948,971-204-8079,Citigroup Inc.,Major Banks,98652379,54956825-11b0-4566-be6f-0b7b6145be95,14,276,Silver,062103136
949,147-337-2485,"Eleven Biotherapeutics, Inc.",Major Pharmaceuticals,53383089,e07fa0d8-7f95-4702-9f95-26d2fb964431,1,701,Bronze,081519507
950,670-934-5358,Nuveen NASDAQ 100 Dynamic Overwrite Fund,n/a,54761093,857bfe48-85fd-471e-a718-85c87ee9a115,12,801,Gold,055003340
951,516-291-4829,"Fidelity National Financial, Inc.",Specialty Insurers,57066022,3b01ec52-c69b-4cb3-8eb7-eb42bdfc8e63,5,356,Bronze,065303069
952,483-619-4982,Puma Biotechnology Inc,Major Pharmaceuticals,87511354,d68aa799-253f-420c-9f9b-9fea40753c04,10,308,Gold,075911205
953,314-429-8835,"Fauquier Bankshares, Inc.",Major Banks,43244920,fc025b2e-aa21-46e8-a5b7-f9d7d0f2bd7d,5,385,Gold,211372187
954,180-737-2558,Universal Display Corporation,Electrical Products,54373774,cfcb0196-cff9-4ca4-9730-eed8b91478b3,5,468,Bronze,111104879
955,455-705-3444,Western Alliance Bancorporation,Major Banks,50013041,627d88ef-6a15-4110-9232-f9367546fa0f,9,581,Gold,063106352
956,611-826-6396,"CapStar Financial Holdings, Inc.",Major Banks,72618993,4d9402a3-4bd6-4628-bebd-5658e07d88aa,8,444,Bronze,072407000
957,341-449-4318,"Cullen/Frost Bankers, Inc.",Major Banks,34552602,7be2536a-5cfb-404d-a8ab-ea0063603ec7,2,245,Bronze,322275487
958,167-583-4621,KraneShares CSI China Internet ETF,n/a,22709658,5a666b45-931d-4c4a-a238-bbb1ac066ffd,16,376,Platinum,062205610
959,414-206-7259,Farmland Partners Inc.,Real Estate Investment Trusts,91664378,28686402-d852-4cb2-a709-c4253e311976,15,481,Platinum,271974224
960,260-178-9009,"Diamondback Energy, Inc.",Oil & Gas Production,51810399,9d94c529-a7ff-402a-ae1f-34522db23871,18,530,Bronze,081208928
961,218-395-0048,iShares MSCI Qatar Capped ETF,n/a,58860637,d9b8c861-f44f-437a-8f22-e39adbba1a15,10,112,Silver,107000275
962,219-186-4872,Fastenal Company,RETAIL: Building Materials,65619536,0d9bf43e-98a9-4f43-b29c-8871e958d322,20,281,Platinum,101103466
963,225-406-8132,"CommScope Holding Company, Inc.",Radio And Television Broadcasting And Communications Equipment,91639403,30857d2d-f785-407b-ab0e-280d55510a1a,18,268,Bronze,086518477
964,352-431-8761,"XG Technology, Inc",Telecommunications Equipment,40471236,08e6bb74-67f5-46ba-abcb-191f14ea5d0b,13,490,Silver,071101174
965,359-292-7072,Bank of America Corporation,n/a,96886940,c28e74b0-01bf-4e60-93e2-8a597c145175,17,751,Platinum,111916326
966,777-828-4369,Nuveen NASDAQ 100 Dynamic Overwrite Fund,n/a,33593499,b1a623eb-562d-4f6b-84fa-86a6c5970793,20,72,Platinum,011601443
967,736-747-4150,EPR Properties,Real Estate Investment Trusts,3060461,659f6956-ae51-48fb-b360-35770abbaddb,16,634,Gold,081205112
968,316-641-6551,"Merck & Company, Inc.",Major Pharmaceuticals,40642959,98d835a7-d245-415e-81b1-6796b87ed97c,7,904,Silver,011401135
969,120-101-1414,Sears Holdings Corporation,Department/Specialty Retail Stores,83866084,0c2df439-4503-4ce0-8a41-be6cda7983d9,4,759,Platinum,321171184
970,866-302-8498,Tsakos Energy Navigation Ltd,n/a,60629985,20c16747-0e75-4c95-aa2b-588bd185dfe1,14,992,Silver,053203210
971,637-439-5720,Global X Conscious Companies ETF,n/a,92889623,9c91c142-11a8-4af4-9054-8fc51ff32aaa,14,330,Bronze,113001255
972,358-147-0816,Motif Bio plc,Major Pharmaceuticals,9942773,4b90aca2-18e6-4b16-b3ae-ec1a89d399fc,8,694,Platinum,041215537
973,943-759-1033,Weingarten Realty Investors,Real Estate Investment Trusts,27399520,df945249-ce99-4e22-84ba-4f5e91973134,11,718,Bronze,103103642
974,467-271-8930,The Charles Schwab Corporation,n/a,42997384,696dba50-d7b8-4fa6-bf79-d2655bfffe00,6,217,Bronze,083903085
975,994-751-4897,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate Investment Trusts,87449981,8397e2df-0aae-43dc-b8e5-aed7378d6f1e,7,786,Silver,071924584
976,487-437-9022,Cellect Biotechnology Ltd.,n/a,99679111,0423861f-64be-4ca5-9ff2-710a8a8eb8f2,18,859,Silver,322273405
977,803-770-8662,Newfield Exploration Company,Oil & Gas Production,2542449,cef11b6e-2b57-4405-88a1-28f978f56bba,12,892,Gold,112000150
978,154-761-0730,Playa Hotels & Resorts N.V.,Hotels/Resorts,66952833,5f3dfd4f-e767-4729-bb89-15ec7d7266c4,20,278,Gold,101204886
979,352-305-2857,"Farmers & Merchants Bancorp, Inc.",Savings Institutions,53404789,13d91c39-fbdf-48ec-be60-49a997a5f25b,10,668,Platinum,253271987
980,589-808-9173,NewJersey Resources Corporation,Oil/Gas Transmission,74666720,e9936d84-726b-47fd-af88-be9e1b77962f,16,33,Silver,065401369
981,728-998-1449,Corning Incorporated,Telecommunications Equipment,67450625,a757c04d-4c16-4e86-83e3-12dd185f07a9,2,290,Gold,323371076
982,557-728-5181,Insulet Corporation,Medical/Dental Instruments,69495150,f3aec385-5a4a-4937-b4a5-83faeb8ba636,7,807,Bronze,073920845
983,217-299-1466,First Trust/Aberdeen Emerging Opportunity Fund,n/a,77770662,826bcf57-d094-4cf1-8dc6-f77498c0cc7e,16,93,Silver,091204569
984,120-995-6069,"Provident Bancorp, Inc.",Savings Institutions,15044351,af02c03f-a653-44d6-bd71-7f1948486b8a,17,216,Platinum,073922458
985,220-639-5386,Blackrock Municipal 2018 Term Trust,n/a,36617962,c809d963-2140-4822-b7ef-584e419e0dfa,2,676,Gold,043310980
986,212-289-0827,Erie Indemnity Company,Specialty Insurers,99803801,6b6db454-225b-4d69-826f-50932931af4c,10,547,Silver,103103451
987,436-988-1431,Yamana Gold Inc.,Precious Metals,31872849,5f6d7ec0-02b0-4a85-bd6a-fce746eabaaa,14,586,Platinum,071000343
988,588-118-5182,New Residential Investment Corp.,Real Estate Investment Trusts,90965726,88cdc12e-e6ea-4319-aaac-f844400011cd,20,613,Gold,211178640
989,882-866-0475,Bank of America Corporation,n/a,93931596,4e518abe-827d-4b30-8310-008a0777db84,4,682,Bronze,122239814
990,770-219-0906,John Hancock Preferred Income Fund III,n/a,5193110,ab47305a-177c-47b5-9f49-cca403519ed1,7,50,Platinum,061201754
991,835-217-9525,First Trust Small Cap Growth AlphaDEX Fund,n/a,66796973,cf42e766-55e4-4b7c-ad64-874e7bd6f6ad,5,656,Gold,061103454
992,164-518-7627,"Veracyte, Inc.",Medical Specialities,39245347,46728b3b-fe77-4786-8158-e8945fc63346,9,4,Gold,303188111
993,198-116-9261,Costamare Inc.,n/a,45755446,a9dc1497-ba47-4bc5-995c-553f8d5db816,14,719,Bronze,122039360
994,256-924-8588,"Freeport-McMoran, Inc.",Precious Metals,29079576,692b88a3-b5ba-472d-ba11-b1a5de62eed8,4,693,Gold,042206422
995,837-621-2179,Rand Capital Corporation,n/a,88417954,252d11a7-0e69-43cd-a593-8b16f5c5a2b3,3,786,Gold,071925923
996,487-896-7782,Pilgrim's Pride Corporation,Meat/Poultry/Fish,39121417,c1c8d99d-fe3f-495e-9a11-5008f05ee880,15,99,Silver,251573182
997,578-967-6223,PennantPark Floating Rate Capital Ltd.,n/a,60636735,de1670cb-cbcf-4b52-9d63-2c53fdf66114,2,535,Gold,055002286
998,709-792-6539,"Sunstone Hotel Investors, Inc.",n/a,12871773,6ee4c69e-5302-497f-942c-e86d1021e0f5,8,180,Silver,241271180
999,600-362-3357,"White Mountains Insurance Group, Ltd.",Property-Casualty Insurers,15536018,b4471cf6-a3ad-4ed5-9314-101e0c2fc2d9,3,817,Platinum,226071004
1000,136-903-5022,Western Asset Emerging Markets Debt Fund Inc,n/a,99646662,9385a7ed-c796-4195-b661-c54a5577c9f4,5,451,Gold,031207607
